NODE_6_length_142948_cov_49.068779,DKTC01000136_1,86.957,23,3,0,93628,93650,1,23,0.49,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_6_length_142948_cov_49.068779,NZ_LT828648_1,94.444,18,1,0,2233,2250,23,6,0.49,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_21_length_99570_cov_55.701100,QFXG01000014_1,88.462,26,2,1,88248,88273,3,27,0.098,31.0,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_21_length_99570_cov_55.701100,DIHJ01000040_1,94.444,18,1,0,68043,68060,12,29,0.34,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_26_length_89809_cov_56.502975,NEWQ01000012_1,94.118,17,1,0,56482,56498,29,13,1.1,27.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_26_length_89809_cov_56.502975,NEWQ01000012_1,100.000,13,0,0,28697,28709,8,20,3.8,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_32_length_86282_cov_49.480047,Candidatus_2,94.118,17,1,0,18464,18480,24,8,1.0,27.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_32_length_86282_cov_49.480047,DJMJ01000026_1,100.000,14,0,0,45069,45082,9,22,1.0,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_50_length_70690_cov_50.554541,DIHJ01000040_1,95.000,20,1,0,56731,56750,8,27,0.020,32.8,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_50_length_70690_cov_50.554541,PLBR01000038_1,100.000,14,0,0,58395,58408,29,16,0.85,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_51_length_70538_cov_51.982109,Nitrobacter_5,94.444,18,1,0,5917,5934,8,25,0.24,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_51_length_70538_cov_51.982109,Candidatus_4,90.476,21,0,1,60030,60048,24,4,0.85,27.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_53_length_70160_cov_52.969474,DFWR01000222_1,94.737,19,1,0,15786,15804,1,19,0.069,31.0,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_53_length_70160_cov_52.969474,DFWR01000222_1,100.000,13,0,0,24758,24770,13,25,2.9,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_53_length_70160_cov_52.969474,LVWU01000335_1,90.000,20,2,0,51449,51468,22,3,0.24,28.3,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_79_length_63699_cov_54.020630,LSTC01000045_1,94.444,18,1,0,31365,31382,25,8,0.22,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_79_length_63699_cov_54.020630,DKTC01000116_1,93.750,16,1,0,51327,51342,17,2,2.7,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_94_length_60699_cov_49.978992,DKTC01000269_1,100.000,20,0,0,60344,60363,3,22,4.43e-04,37.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_94_length_60699_cov_49.978992,CH672427_1,100.000,14,0,0,7702,7715,2,15,0.80,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_103_length_57484_cov_49.578732,96_1,100.000,19,0,0,56873,56891,19,1,0.001,35.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_103_length_57484_cov_49.578732,CP000319_1,100.000,15,0,0,16679,16693,2,16,0.22,28.3,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_105_length_57196_cov_46.768817,PLBR01000038_1,94.118,17,1,0,29870,29886,1,17,0.75,27.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_105_length_57196_cov_46.768817,Nitrobacter_2,85.714,21,3,0,47062,47082,36,16,2.6,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_111_length_53976_cov_49.783183,DIHJ01000007_1,94.118,17,1,0,25810,25826,16,32,0.71,27.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_111_length_53976_cov_49.783183,JAFKJA010000012_1,93.750,16,1,0,29685,29700,8,23,2.5,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_116_length_53282_cov_51.605971,NZ_CAJNBL010000002_1,94.118,17,1,0,20975,20991,18,34,0.70,27.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_116_length_53282_cov_51.605971,DKTC01000343_1,100.000,14,0,0,31167,31180,14,1,0.70,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_137_length_50857_cov_47.960435,DIHJ01000050_1,86.957,23,3,0,35571,35593,1,23,0.19,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_137_length_50857_cov_47.960435,Candidatus_2,93.750,16,1,0,34298,34313,1,16,2.3,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_144_length_49750_cov_54.358125,DFWR01000184_1,92.308,26,2,0,44355,44380,26,1,1.04e-04,39.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_144_length_49750_cov_54.358125,DFWR01000184_1,100.000,13,0,0,14918,14930,26,14,2.3,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_144_length_49750_cov_54.358125,Candidatus_2,100.000,14,0,0,27033,27046,15,28,0.66,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_151_length_49104_cov_55.117169,LVWU01000335_1,93.750,16,1,0,26583,26598,29,14,2.3,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_151_length_49104_cov_55.117169,LVWU01000335_1,100.000,13,0,0,4726,4738,29,17,2.3,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_151_length_49104_cov_55.117169,DFWR01000052_1,93.750,16,1,0,33563,33578,21,6,2.3,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_157_length_48524_cov_52.046525,LVWU01000335_1,100.000,14,0,0,26379,26392,4,17,0.64,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_157_length_48524_cov_52.046525,MSXM01000086_1,100.000,13,0,0,3648,3660,2,14,2.2,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_171_length_46018_cov_55.202489,CH672427_2,100.000,14,0,0,17697,17710,3,16,0.61,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_171_length_46018_cov_55.202489,CH672427_2,93.750,16,1,0,27278,27293,11,26,2.1,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_171_length_46018_cov_55.202489,NZ_CP011801_3,100.000,14,0,0,27520,27533,6,19,0.61,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_171_length_46018_cov_55.202489,NZ_CP011801_3,100.000,12,0,0,3357,3368,21,10,7.4,22.9,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_180_length_45406_cov_50.282684,Nitrobacter_4,95.000,20,0,1,30135,30153,29,10,0.17,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_180_length_45406_cov_50.282684,Candidatus_4,90.000,20,2,0,35941,35960,2,21,0.17,28.3,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_180_length_45406_cov_50.282684,Candidatus_4,100.000,12,0,0,43135,43146,16,5,7.3,22.9,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_206_length_42869_cov_49.740599,CH672427_2,94.444,18,1,0,15436,15453,18,1,0.16,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_206_length_42869_cov_49.740599,LVWU01000335_1,93.750,16,1,0,26199,26214,13,28,2.0,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_206_length_42869_cov_49.740599,LVWU01000335_1,93.333,15,1,0,7423,7437,28,14,6.9,23.8,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_207_length_42761_cov_54.844963,NZ_LT828648_1,100.000,13,0,0,2047,2059,3,15,2.0,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_207_length_42761_cov_54.844963,LSTC01000045_1,90.000,20,1,1,1877,1896,22,4,2.0,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_212_length_42086_cov_53.053627,DFWR01000184_1,100.000,17,0,0,14046,14062,24,8,0.013,31.9,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_212_length_42086_cov_53.053627,DFWR01000184_1,100.000,12,0,0,35289,35300,23,12,6.8,22.9,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_212_length_42086_cov_53.053627,NEWQ01000012_1,94.118,17,1,0,23441,23457,19,35,0.56,27.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_216_length_41779_cov_49.886516,MKRN01000098_1,100.000,14,0,0,2906,2919,21,8,0.55,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_216_length_41779_cov_49.886516,DJMJ01000026_1,100.000,13,0,0,9953,9965,15,3,1.9,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_221_length_41274_cov_47.560542,Candidatus_4,100.000,16,0,0,21215,21230,1,16,0.045,30.1,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_221_length_41274_cov_47.560542,DIHJ01000050_1,100.000,15,0,0,37447,37461,8,22,0.16,28.3,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_221_length_41274_cov_47.560542,DIHJ01000050_1,100.000,12,0,0,13680,13691,33,44,6.6,22.9,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_252_length_38250_cov_52.508889,Candidatus_1,100.000,13,0,0,37949,37961,12,24,1.8,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_252_length_38250_cov_52.508889,LVWS01000034_1,100.000,13,0,0,17208,17220,16,28,1.8,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_255_length_38116_cov_50.705447,MKRN01000098_1,86.957,23,3,0,15331,15353,23,1,0.14,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_255_length_38116_cov_50.705447,MKRN01000098_1,100.000,12,0,0,13367,13378,19,8,6.1,22.9,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_255_length_38116_cov_50.705447,MSXM01000086_1,82.609,23,4,0,13781,13803,4,26,1.8,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_268_length_37283_cov_49.715617,DJMJ01000012_1,100.000,14,0,0,1967,1980,6,19,0.49,26.5,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_268_length_37283_cov_49.715617,Nitrobacter_2,100.000,13,0,0,1576,1588,4,16,1.7,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_280_length_36723_cov_51.020017,MKRN01000098_1,100.000,15,0,0,4313,4327,2,16,0.14,28.3,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_280_length_36723_cov_51.020017,NEWQ01000012_1,94.118,17,1,0,2119,2135,24,8,0.48,27.4,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_301_length_35397_cov_48.263341,PLBR01000216_1,100.000,15,0,0,7064,7078,25,11,0.13,28.3,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_301_length_35397_cov_48.263341,LSTC01000051_1,93.750,16,1,0,108,123,2,17,1.6,25.6,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_301_length_35397_cov_48.263341,LSTC01000051_1,100.000,13,0,0,2854,2866,2,14,1.6,24.7,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_303_length_35190_cov_49.826526,DIHJ01000050_1,94.444,18,1,0,34750,34767,26,9,0.13,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_303_length_35190_cov_49.826526,DKBD01000044_1,94.444,18,1,0,8008,8025,3,20,0.13,29.2,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
NODE_310_length_34751_cov_47.885866,DKTC01000310_1,100.000,15,0,0,23664,23678,22,8,0.13,28.3,/projects/p31378/comammox/results/blast_dr_cmx/01/SG_01_11_2017_Nitrospira_A_sp003456605_bin3.fa.txt
