NODE_298_length_35529_cov_12.935981,LVWU01000335_1,100.000,17,0,0,13535,13551,17,33,0.011,31.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_298_length_35529_cov_12.935981,LVWU01000335_1,100.000,14,0,0,2834,2847,20,33,0.47,26.5,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_298_length_35529_cov_12.935981,DIHJ01000040_1,100.000,17,0,0,1085,1101,22,6,0.011,31.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_390_length_29892_cov_12.800047,CP000319_1,94.118,17,1,0,3866,3882,2,18,0.39,27.4,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_390_length_29892_cov_12.800047,CP000319_1,93.333,15,1,0,18646,18660,2,16,4.8,23.8,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_390_length_29892_cov_12.800047,CP000319_1,100.000,12,0,0,21093,21104,4,15,4.8,22.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_390_length_29892_cov_12.800047,DKTC01000136_1,93.750,16,1,0,21925,21940,1,16,1.4,25.6,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_401_length_29620_cov_11.949670,DIHJ01000050_1,90.476,21,2,0,19831,19851,9,29,0.032,30.1,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_401_length_29620_cov_11.949670,DIHJ01000050_1,88.889,18,2,0,5407,5424,1,18,1.4,24.7,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_401_length_29620_cov_11.949670,DIHJ01000050_1,100.000,12,0,0,11653,11664,43,32,4.8,22.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_401_length_29620_cov_11.949670,DKTC01000136_1,86.957,23,3,0,12033,12055,1,23,0.11,29.2,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_401_length_29620_cov_11.949670,DKTC01000136_1,100.000,12,0,0,12579,12590,6,17,4.8,22.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_506_length_24941_cov_10.835610,CH672427_2,100.000,14,0,0,22944,22957,14,1,0.36,26.5,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_506_length_24941_cov_10.835610,CH672427_2,100.000,13,0,0,15135,15147,16,4,1.3,24.7,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_506_length_24941_cov_10.835610,CH672427_2,100.000,12,0,0,13367,13378,1,12,4.4,22.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_506_length_24941_cov_10.835610,LVWU01000335_1,85.714,21,3,0,17189,17209,7,27,1.3,25.6,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_506_length_24941_cov_10.835610,LVWU01000335_1,85.000,20,3,0,4988,5007,2,21,4.4,23.8,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_506_length_24941_cov_10.835610,LVWU01000335_1,93.333,15,1,0,5239,5253,31,17,4.4,23.8,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_561_length_23520_cov_12.390283,Candidatus_1,100.000,15,0,0,3740,3754,12,26,0.097,28.3,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_561_length_23520_cov_12.390283,Candidatus_1,100.000,12,0,0,22600,22611,20,31,4.1,22.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_561_length_23520_cov_12.390283,LVWU01000335_1,94.737,19,0,1,11562,11580,29,12,0.34,27.4,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_561_length_23520_cov_12.390283,LVWU01000335_1,100.000,12,0,0,15973,15984,21,10,4.1,22.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_629_length_21915_cov_12.291720,DJMJ01000012_1,94.444,18,1,0,19154,19171,5,22,0.090,29.2,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_629_length_21915_cov_12.291720,NEWQ01000012_1,94.737,19,0,1,5875,5893,16,33,0.31,27.4,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_737_length_19298_cov_13.480798,NODE_3205_length_10791_cov_6_1,90.000,20,2,0,7073,7092,10,29,0.079,28.3,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_737_length_19298_cov_13.480798,NODE_20761_length_3631_cov_41_1,90.000,20,2,0,7073,7092,20,1,0.079,28.3,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_748_length_19113_cov_11.717074,PLBR01000216_1,85.714,21,3,0,6438,6458,17,37,0.96,25.6,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_748_length_19113_cov_11.717074,QFXH01000001_1,93.750,16,1,0,12395,12410,10,25,0.96,25.6,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_831_length_17762_cov_9.426667,DJMJ01000012_1,94.118,17,1,0,7368,7384,22,6,0.26,27.4,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_831_length_17762_cov_9.426667,DJMJ01000026_1,86.364,22,0,1,10775,10796,2,20,0.89,25.6,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_837_length_17704_cov_12.151227,NZ_CP011801_3,100.000,13,0,0,6545,6557,1,13,0.89,24.7,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_837_length_17704_cov_12.151227,CAGS01000015_1,93.333,15,1,0,4603,4617,16,2,3.1,23.8,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_837_length_17704_cov_12.151227,CAGS01000015_1,100.000,12,0,0,11779,11790,12,1,3.1,22.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_886_length_17087_cov_9.843765,CAGS01000015_1,93.750,16,1,0,6089,6104,1,16,0.86,25.6,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
NODE_886_length_17087_cov_9.843765,CAGS01000015_1,100.000,12,0,0,15675,15686,12,1,3.0,22.9,/projects/p31378/comammox/results/blast_dr_cmx/07/bin.13.fa.txt
